ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
9440,103505-4,LIGUNGA,-11.11278,36.21098,Ligunga,Ruvuma Region,Namtumbo District,Namtumbo DC,Lusewa,Ligunga,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,4/12/78,,,,,Box 345 Songea,,
9481,103519-5,LIKUSANGUSE,-11.2865,36.39471,Likusanguse,Ruvuma Region,Namtumbo District,Namtumbo DC,Magazini,Likusanguse,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
9482,103521-1,LIKUYU A,-10.26887,36.21944,Zahanati ya Chakwanza/Likuumandela,Ruvuma Region,Namtumbo District,Namtumbo DC,Likuyuseka,Likuyu Mandela,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
5557,109232-9,LIKUYUSEKA,-10.32002,36.27261,Likuyuseka Maganga,Ruvuma Region,Namtumbo District,Namtumbo DC,Likuyuseka,Likuyuseka Maganga,Dispensary,Operating,LGA Public,1/1/70,7163153,,,,Box 32 Namtumbo,,
5588,103531-0,LIMAMU,-10.82715,35.97208,Limamu,Ruvuma Region,Namtumbo District,Namtumbo DC,Limamu,Limamu,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
5698,103552-6,LITOLA,-10.5579,35.92279,Litola Disp,Ruvuma Region,Namtumbo District,Namtumbo DC,Iitola,Litola,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
6106,103623-5,LUEGU,-10.53452,36.0132,Luegu,Ruvuma Region,Namtumbo District,Namtumbo DC,Luegu,Luegu,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
6566,103709-2,LUMECHA,-10.58007,35.7748,Lumecha,Ruvuma Region,Namtumbo District,Namtumbo DC,Msindo,Lumecha,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
6793,103754-8,LUSEWA,-11.12806,36.16694,Lusewa,Ruvuma Region,Namtumbo District,Namtumbo DC,Lusewa,Lusewa,Health Center,Operating,LGA Public,1/1/70,782058028,,,,Box 32 Namtumbo,,
7607,103913-0,MAGAZINI,-11.56421,36.46676,Magazini,Ruvuma Region,Namtumbo District,Namtumbo DC,Magazini,Magazini,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
7818,112273-8,MAGEUZI,-10.48495,35.68244,Mageuzi,Ruvuma Region,Namtumbo District,Namtumbo DC,Hanga,,Dispensary,Operating,LGA Public,1/1/70,,,,,32 Namtumbo,,
9309,104231-6,MANDEPWENDELIGERA,-10.99212,36.0489,Mtepwende ligera,Ruvuma Region,Namtumbo District,Namtumbo DC,Ligera,Matepwende,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
6308,104426-2,MASUGURU,-10.355876,36.23687,Masuguru,Ruvuma Region,Namtumbo District,Namtumbo DC,Mchomoro,Masuguru,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
6528,104461-9,MATEPWENDE LUSEWA,-11.19788,36.1004,Matepwende Sigera,Ruvuma Region,Namtumbo District,Namtumbo DC,Lusewa,Matepwende,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
6756,104505-3,MAWA,-10.29034,35.45885,Mawa,Ruvuma Region,Namtumbo District,Namtumbo DC,Hanga,Mawa,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
7332,104614-3,MBIMBI,-10.49009,35.89812,Mbimbi,Ruvuma Region,Namtumbo District,Namtumbo DC,Iitola,Mbimbi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
7761,104694-5,MCHOMORO,-10.57732,36.33635,Mchomoro,Ruvuma Region,Namtumbo District,Namtumbo DC,Mchomoro,Mchomoro,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
7841,104707-5,MDWEMA,-10.61861,35.86357,Mdwema,Ruvuma Region,Namtumbo District,Namtumbo DC,Namabengo,Mdwema,Dispensary,Operating,LGA Public,5/11/08,,,,,Box 32 Namtumbo,,
8251,104783-6,MGOMBASI,-10.17495,36.0206,Zahanati ya Mgombasi,Ruvuma Region,Namtumbo District,Namtumbo DC,Mgombasi,Mgombasi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
8921,104935-2,MILONJI,-11.07451,36.13176,Milonji,Ruvuma Region,Namtumbo District,Namtumbo DC,Lusewa,Milonji,Dispensary,Operating,LGA Public,2/2/10,,,,,Box 32 Namtumbo,,
5843,105103-6,MKONGO,-10.6975,36.0455,Mkongo,Ruvuma Region,Namtumbo District,Namtumbo DC,Luchili,Mkongo Gulioni,Health Center,Operating,LGA Public,1/1/70,,,,,,,
5847,105105-1,MKONGONAKAWALE,,,Mkongonakawale,Ruvuma Region,Namtumbo District,Namtumbo DC,Mkongo,Mkongo Nakawale,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,11/15/10,,,,,Box 152 Songea,,
6264,105205-9,MLILAYOYO,-10.43877,35.79272,Mlilayoyo,Ruvuma Region,Namtumbo District,Namtumbo DC,Hanga,Mlilayoyo,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
7224,105396-6,MPUTA,-10.28525,35.86577,Mputa,Ruvuma Region,Namtumbo District,Namtumbo DC,Mputa,Luhimbalilo,Health Center,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
7597,105472-5,MSINDO,,,Msindo Health Centre,Ruvuma Region,Namtumbo District,Namtumbo DC,Msindo,Msindo,Health Center,Operating,LGA Public,12/9/85,766067333,,,,Box 32 namtumbo,,
7644,105478-2,MSISIMA,-11.17921,36.12399,Msisima,Ruvuma Region,Namtumbo District,Namtumbo DC,Lusewa,Msisima,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
7817,105519-3,MTAKANINI,-10.55265,35.77845,Mtakanini Disp,Ruvuma Region,Namtumbo District,Namtumbo DC,Msindo,Mtakanini,Health Center,Operating,LGA Public,1/1/70,,,,,Box 32 namtumbo,,
7843,109217-0,MTAKUJA,-10.83232,36.03193,Mtakuja,Ruvuma Region,Namtumbo District,Namtumbo DC,Limamu,Mtakuja,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
8024,105549-0,MTELAWAMWAHI,-10.85582,36.19313,Mtelawamwahi,Ruvuma Region,Namtumbo District,Namtumbo DC,Limamu,Limamu,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
8232,105591-2,MTONYA,-10.37686,36.1674,Zahanati,Ruvuma Region,Namtumbo District,Namtumbo DC,Likuyuseka,Mtonya,Dispensary,Operating,LGA Public,12/4/11,757265490,,,,Box 32 Namtumbo,,
8280,112274-6,MTUMBATIMAJI,-10.28858,36.10177,Mtumbatimaji,Ruvuma Region,Namtumbo District,Namtumbo DC,Mgombasi,,Dispensary,Operating,LGA Public,1/1/70,,,,,32 Namtumbo,,
9588,113886-6,MWANGAZA,-10.75278,36.01862,Mwangaza,Ruvuma Region,Namtumbo District,Namtumbo DC,Limamu,Mwangaza,Dispensary,Operating,LGA Public,1/1/70,75846999,,,,POBOX 32,,
9776,106076-3,NAIKESI,-10.20172,35.89823,Naikesi,Ruvuma Region,Namtumbo District,Namtumbo DC,Kitanda,Naikesi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
9805,106097-9,NAMABENGO,-10.55843,35.86419,Hospitali,Ruvuma Region,Namtumbo District,Namtumbo DC,Namabengo,Namabengo,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 120 Songea,,
9820,113885-8,NAMANGULI,-10.07903,35.9004,Namanguli,Ruvuma Region,Namtumbo District,Namtumbo DC,Luchili,Namanguli,Dispensary,Operating,LGA Public,1/1/70,768660047,,,,POBOX 32,,
9842,106122-5,NAMBECHA,-10.13126,36.08022,Nambecha,Ruvuma Region,Namtumbo District,Namtumbo DC,Mgombasi,Nambecha,Dispensary,Operating,LGA Public,1/1/70,716518452,,,,Box 32 Namtumbo,,
9878,109216-2,NAMTUMBO,-10.46719,36.13502,Namtumbo,Ruvuma Region,Namtumbo District,Namtumbo DC,Rwinga,Rwinga,Health Center,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
9879,106154-8,NAMTUMBO,-10.29414,36.09142,Namtumbo,Ruvuma Region,Namtumbo District,Namtumbo DC,Rwinga,Rwinga,District Hospital,Operating,LGA Public,7/7/16,,,,,Box 32 Namtumbo,,
10281,106461-7,NGWINDE,-10.63282,35.94762,Ngwinde,Ruvuma Region,Namtumbo District,Namtumbo DC,Iitola,Ngwinde,Dispensary,Operating,LGA Public,6/5/09,,,,,Box 32 Namtumbo,,
15814,120910-5,NIHUKA,,,UPENDO HALISI,Ruvuma Region,Namtumbo District,Namtumbo DC,Rwinga,Minazini,Dispensary,Operating,Company/Business Name Private NIHUKA HEALTHCARE COMPANYLTD,11/11/21,715573576,,,,16,nihuka@yahoo.com,
10310,106484-9,NJALAMATATA,-10.70323,35.98267,Zahanati,Ruvuma Region,Namtumbo District,Namtumbo DC,Mkongo,Njalamatata,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
10334,112275-3,NJOOMLOLE,-10.88711,36.11879,Njoomlole,Ruvuma Region,Namtumbo District,Namtumbo DC,Ligera,Njoomlole,Dispensary,Operating,LGA Public,1/1/70,,,,,32 Namtumbo,,
11826,113888-2,RUVUMA,-10.46322,35.8084,Ruvuma,Ruvuma Region,Namtumbo District,Namtumbo DC,Hanga,Hanga,Dispensary,Operating,LGA Public,1/4/20,753330981,,,,POBOX 32,,
11152,113996-3,SELOUSSEKA,Not Set,Not Set,,Ruvuma Region,Namtumbo District,Namtumbo DC,Likuyuseka,Likuyuseka Maganga,Dispensary,Operating,Military Public,1/1/70,,,,,BOX 18,,
11771,113887-4,SONGAMBELE,-10.07905,35.90041,Songambele,Ruvuma Region,Namtumbo District,Namtumbo DC,Mchomoro,Songambele,Dispensary,Operating,LGA Public,1/5/20,768660047,,,,POBOX32,,
3558,101317-6,ST. BERNARD HANGA,-10.43874,35.79273,Hanga,Ruvuma Region,Namtumbo District,Namtumbo DC,Hanga,Hanga,Health Center,Operating,Faith Based Organization (FBO) Private AFRICAN BENEDICTIVE OF HANGA,5/9/79,,,,,Box 217 Songea,,
12135,111373-7,ST. LUISE,-10.562,36.263,ST.Luise,Ruvuma Region,Namtumbo District,Namtumbo DC,Ligera,Matepwende,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,1/1/16,685417530,,,,BOX 1125,,
12214,107661-1,SULUTI,-1,36.026,Suluti Disp,Ruvuma Region,Namtumbo District,Namtumbo DC,Namtumbo,Suluti,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
12527,113091-3,TUMAINI,,,,Ruvuma Region,Namtumbo District,Namtumbo DC,Hanga,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1284,108222-1,UTWANGO,-10,35.84946,Utwango,Ruvuma Region,Namtumbo District,Namtumbo DC,Namabengo,Utwango,Dispensary,Operating,LGA Public,6/5/08,,,,,Box 32 Namtumbo,,
1488,113095-4,ADONAI,,,,Ruvuma Region,Nyasa District,Nyasa DC,Mbambabay,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
2324,100830-9,CHINULA,-11.22564,34.76687,Chinula Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Mbambabay,Chinula,Dispensary,Operating,LGA Public,,0759-182190,,,,"Box 90, Nyasa",,
2387,100857-2,CHIULU,-11.34461,34.86113,Chiulu Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Mtipwili,Chiulu,Dispensary,Operating,LGA Public,4/10/86,,,,,Box 42 Mbinga,,
14561,121143-2,GRACIUS,-10.547755,34.623692,GRACIOUS,Ruvuma Region,Nyasa District,Nyasa DC,Lituhi,Lituhi,Level IA2 (Dispensary Laboratory),Operating,For Profit Private MALACK CHARLES NZUMBI,4/14/22,753914974,,,,90,malacknzumbi@gmail.com,
3691,111735-7,HINGA,-10.76849,34.68636,Hinga,Ruvuma Region,Nyasa District,Nyasa DC,Ngumbo,Hinga,Dispensary,Operating,LGA Public,,,,,IR520730,"Box 90, Nyasa",,
13985,121142-4,HOPE,-11.19'31,35.3'28,Hope medical laboratory services,Ruvuma Region,Nyasa District,Nyasa DC,Tingi,Tingi,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Steven Moris Mbunda,4/4/22,742519530,,,,P.O.BOX 90,stevenmbunda2@gmail.com,
5535,110395-1,KIHAGARA,-11.02653,34.64737,,Ruvuma Region,Nyasa District,Nyasa DC,Kihagara,Kihagara,Health Center,Operating,LGA Public,,,,,,"BOX 90,Nyasa",,
5560,115143-0,KIHURU,697129,8751249,Kihuru,Ruvuma Region,Nyasa District,Nyasa DC,Lituhi,Kihuru,Dispensary,Operating,LGA Public,3/2/21,,,,,1 Nyasa,,
6029,102854-7,KILINDINDA,-11.23885,35.07746,Kilindinda,Ruvuma Region,Nyasa District,Nyasa DC,Upolo,Kilindinda,Dispensary,Operating,LGA Public,1/1/70,,,,IR520732,90 NYASA MBAMBA BAY,,
6562,102945-3,KINGERIKITI,-11.20246,34.96808,Kingerikiti Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Kingerikiti,Kingerikiti,Dispensary,Operating,LGA Public,,,,,,"Box 90, Nyasa",,
8685,103370-3,KWAMBE,-11.38315,34.93793,Kwambe Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Chiwanda,Kwambe,Dispensary,Operating,LGA Public,,,,,,"Box 90, Nyasa",,
5635,103539-3,LIPARAMBA,-11.39942,35.22787,Liparamba Health Centre,Ruvuma Region,Nyasa District,Nyasa DC,Liparamba,Liparamba,Health Center,Operating,LGA Public,,,,,,"Box 42, Mbinga",,
5712,103555-9,LITUHI,-10.54246,34.61183,ST. Elizabeth Hospital,Ruvuma Region,Nyasa District,Nyasa DC,Lituhi,Lituhi,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,,,,,,,
5716,103556-7,LITUMBAKUHAMBA,-10.46612,34.78074,Litumbakuhamba,Ruvuma Region,Nyasa District,Nyasa DC,Lituhi,Litumba Kuhamba,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
5790,111734-0,LIWETA,-10.64013,34.64895,Liweta,Ruvuma Region,Nyasa District,Nyasa DC,Mbaha,Liwete,Dispensary,Operating,LGA Public,1/1/70,,,,IR520744,"Box 90, Nyasa",,
6319,103666-4,LUHANGARASI,-11.142,34.984844,Luhangarasi Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Luhangarasi,Luhangarasi,Dispensary,Operating,LGA Public,,,,,,"90,Nyasa",,
6336,103670-6,LUHINDO,-11.37545,35.08172,Luhindo Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Tingi,Luhindo,Dispensary,Operating,LGA Public,1/6/17,,,,R520733,90 NYASA,,
6579,111852-0,LUMEME,-11.26487,34.99664,Lumeme Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Kingerikiti,Lumeme,Dispensary,Operating,LGA Public,1/7/17,,,,R520732,90 NYASA MBAMBA BAY,,
6628,103719-1,LUNDO,-11.16363,34.73998,Lundo Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Lipingo,Lundo,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
6631,103720-9,LUNDU,-10.72021,34.66652,Lundu Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Mbaha,Lundu,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,,,,,,,
6662,103725-8,LUNYERE,-11.546661,35.060453,,Ruvuma Region,Nyasa District,Nyasa DC,Tingi,Lunyele,Dispensary,Operating,LGA Public,,,,,,,,
8882,104155-7,MAKWAI,-11.163671,34.725101,Makwai Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Lipingo,Lundo,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,,,,,Box 90 Nyasa,,
9448,104251-4,MANGO,-11.024803,34.666116,Mango Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Kihagara,Mango,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,,,,,,,
6995,104553-3,MBAHA,-10.68598,34.66173,Mbaha Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Mbaha,Mbaha,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
7051,104564-0,MBAMBABAY,-11.28985,34.80495,Mbambay Health Centre,Ruvuma Region,Nyasa District,Nyasa DC,Mbambabay,Mbambabay,Health Center,Operating,LGA Public,1/1/70,,,,,Box 90 Nyasa,,
7543,104653-1,MBULI,-10.81415,34.68201,Mbuli Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Ngumbo,Mbuli,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
9236,105001-2,MITOMONI,-11.54768,35.43264,Mitomoni Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Liparamba,Mitomoni,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
5579,105043-4,MKALI,-11.1324,34.68956,Mkali Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Liuli,Mkali,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
5681,105068-1,MKILI,-10.88523,34.68186,Mkili RHC,Ruvuma Region,Nyasa District,Nyasa DC,Liwundi,Mkili,Health Center,Operating,LGA Public,1/1/70,,,,,"Box 42, mbinga",,
7046,105361-0,MPEPO,-11.44755,35.07859,Mpepo Mission,Ruvuma Region,Nyasa District,Nyasa DC,Tingi,Mpepo,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,,,,,Box 94 Mbinga,,
8323,105608-4,MTUPALE,-11.50574,34.96152,Mtupale Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Chiwanda,Mtupale,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
9909,106177-9,NANGOMBO,-11.28897,34.85452,Nangombo Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Kilosa,Nangombo,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,Mbinga,,,,Box 94,,
10032,113793-4,NDONDO,-11.3821,35.14619,Ndondo Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Liparamba,Ndondo,Dispensary,Operating,LGA Public,1/1/70,620360646,,,,90 Nyasa,,
10048,106278-5,NDUMBI,-10.628601,34.637825,Box 42 Mbinga,Ruvuma Region,Nyasa District,Nyasa DC,Mbaha,Ndumbi,Dispensary,Operating,LGA Public,,,,,,Box 42 Mbinga,,
10205,106385-8,NGINGAMA,-10.51797,34.71597,Ngingama Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Lituhi,Lituhi,Dispensary,Operating,LGA Public,1/1/70,,,,,"Box 42, Mbinga",,
10133,106407-0,NG'OMBO,-11.46075,34.94213,Ng'ombo Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Chiwanda,Ng`ombo,Dispensary,Operating,Faith Based Organization (FBO) Private Diocese of Ruvuma,9/6/97,,,,,Box 42 Mbinga,,
10730,113726-4,NYASA,-11.29864,34.86522,Nyasa District Hospital,Ruvuma Region,Nyasa District,Nyasa DC,Kilosa,Kilosa,District Hospital,Operating,LGA Public,,,,,,Box 90 Nyasa,,
5745,103560-9,ST. ANNES,-11.09796,34.6409,St. Annes Liuli Hospital,Ruvuma Region,Nyasa District,Nyasa DC,Liuli,Liuli,Hospital at District Level,Operating,Faith Based Organization (FBO) Private DIOCESE OF RUVUMA,7/1/76,,,,,Box 2 Liuli,,
12424,107833-6,TINGI,-11.31487,35.05787,Tingi Mission,Ruvuma Region,Nyasa District,Nyasa DC,Tingi,Mpepo,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,9/6/97,,,,,Box 76 Mbinga,,
12575,107939-1,TUMBI,-11.038141,34.62094,Tumbi Dispensary,Ruvuma Region,Nyasa District,Nyasa DC,Kihagara,Tumbi,Dispensary,Operating,LGA Public,,,,,,Box 42,,
1153,113068-1,UPENDO,-11.10099,34.64489,LABORATORY,Ruvuma Region,Nyasa District,Nyasa DC,Liuli,Mkali,Level IA2 (Dispensary Laboratory),Operating,For Profit Private REHEMA MKILIMA,12/1/21,764195471,,,,P.O.BOX 54 LIULI,rehemamkilima@yahoo.com,
3108,100837-4,FABIO FALLICHETTI CHIPOLE,-10.83076,35.269899,Chipole,Ruvuma Region,Songea District,Songea DC,Magagura,Magagura,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,252600197,,,,Box 745 songea,dmosongea@yahoo.com,
4002,105176-2,JKT MLALE,Not Set,Not Set,Mlale,Ruvuma Region,Songea District,Songea DC,Magagura,Lusonga,Dispensary,Operating,Military Public,1/5/70,,,,IR520729,Box 122,,
5767,102799-4,KIKUNJA,-10.829249,35.732958,Kikunja,Ruvuma Region,Songea District,Songea DC,Matimira,Kikunja,Dispensary,Operating,LGA Public,1/7/77,252600187,,,IR520588,Box 745 Songea,dmosongea@yahoo.com,
5788,102806-7,KILAGANO,-10.44831,35.29123,Kilagano,Ruvuma Region,Songea District,Songea DC,Kilagano,Kilagano,Dispensary,Operating,LGA Public,1/7/14,,,,IR520711,745 SONGEA,,
6721,113090-5,KINYERO,,,,Ruvuma Region,Songea District,Songea DC,Peramiho,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
8146,103253-1,KIZUKA,-10.88148,35.24686,Kizuka,Ruvuma Region,Songea District,Songea DC,Magagura,Kizuka,Dispensary,Operating,LGA Public,1/1/70,252600187,,,,Box 745,dmosongea@yahoo.com,
9402,103500-5,LIGANGA,-10.678501,35.3376,Liganga,Ruvuma Region,Songea District,Songea DC,Litisha,Litisha,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,252600187,,,,Box 79 Peramiho,,
5642,103540-1,LIPAYA,,,Lipaya,Ruvuma Region,Songea District,Songea DC,Mpitimbi,Lipaya,Dispensary,Operating,LGA Public,1/6/20,,,,,995 SONGEA,,
5651,103542-7,LIPOKELA,-10.880833,35.979444,Lipokela dispensary,Ruvuma Region,Songea District,Songea DC,Mbinga Mhalule,Lipokela,Dispensary,Operating,LGA Public,,,,,,songea,,
5706,103554-2,LITOWA,-10.51605,35.47732,Litowa,Ruvuma Region,Songea District,Songea DC,Maposeni,Litowa,Dispensary,Operating,LGA Public,,,,,,Box 745 Songea,,
5738,103559-1,LIULA,-10.880833,35.979444,Liula dispensary,Ruvuma Region,Songea District,Songea DC,Matimira,Liula,Dispensary,Operating,LGA Public,7/10/01,,,,,Box 745,,
5781,103565-8,LIWETA,-10.49375,35,Liweta,Ruvuma Region,Songea District,Songea DC,Mpandangindo,Liweta,Dispensary,Operating,LGA Public,,,,,,Box 118,,
6129,103628-4,LUGAGARA,-10.521173,35.268234,Lugagala,Ruvuma Region,Songea District,Songea DC,Kilagano,Lugagara,Dispensary,Operating,LGA Public,1/11/19,768711929,,,,745,,
6844,103758-9,LUSONGA,-10.82128,35.227928,Lusonga,Ruvuma Region,Songea District,Songea DC,Magagura,Lusonga,Dispensary,Operating,LGA Public,1/1/70,,,,D36067,"Box 745, Songea",,
7031,103796-9,LYANGWENI,-10.76776,35.49588,Lyangweni,Ruvuma Region,Songea District,Songea DC,Mpitimbi,Lyangweni,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 745 Songea,,
8029,104005-4,MAGWAMILA,-11.4747,35.631,Magwamila dispensary,Ruvuma Region,Songea District,Songea DC,Muhukuru,Magwamila,Dispensary,Operating,LGA Public,,,,,,,,
9462,113087-1,MANGONYA,,,,Ruvuma Region,Songea District,Songea DC,Wino,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
5776,104308-2,MAPOSENI,-10.58048,35.43115,Maposeni,Ruvuma Region,Songea District,Songea DC,Maposeni,Maposeni,Dispensary,Operating,LGA Public,1/1/70,,,,IR520602,Box 745 Songea,,
6564,104467-6,MATIMIRA,-10.72,35.8,Matimira,Ruvuma Region,Songea District,Songea DC,Matimira,Matimira,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 195 Songea,,
6600,104476-7,MATOMONDO,-10.705146,35.389658,Matomondo,Ruvuma Region,Songea District,Songea DC,Mbinga Mhalule,Matomondo,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,252600187,,,,Box 745. Songea,dmosongea@yahoo.com,
7351,104618-4,MBINGA MHALULE,-10.7325,35.389,Mbinga Mhalule,Ruvuma Region,Songea District,Songea DC,Mbinga Mhalule,Mbinga Mhalule,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 88 Peramiho,,
8193,104774-5,MGAZINI,-10.4666,35.33292,Mgazini,Ruvuma Region,Songea District,Songea DC,Maposeni,Maposeni,Dispensary,Operating,LGA Public,,,,,,Box 4 Peramiho,,
8368,114636-4,MHEPAI,S10.2425.65972,"E3519,4102932",MHEPAI,Ruvuma Region,Songea District,Songea DC,Kilagano,Mhepai,Dispensary,Operating,LGA Public DED,1/4/22,768532496,,,,995 SONGEA,geofreykihaule@yahoo.go.tz,
15395,121144-0,MHORO,,,Mhoro,Ruvuma Region,Songea District,Songea DC,Magagura,Magagura,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Mhoro,3/28/22,755217373,,,,P.O BO 90SONGEA,cinathlwakabare@gmail.com,
6740,105297-6,MOROGORO,-10.62595,35.42591,Morogoro,Ruvuma Region,Songea District,Songea DC,Litisha,Morogoro,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 19 Peramiho,,
6954,105340-4,MPANDANGINDO,-10.54261,35.6134,Mpandangindo,Ruvuma Region,Songea District,Songea DC,Mpandangindo,Mpandangindo,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,7/3/78,,,,,Box 152 Songea,,
6982,114637-2,MPANGULA,-10.79663,35.85557,Mpangula,Ruvuma Region,Songea District,Songea DC,Matimira,Mpangula,Dispensary,Operating,LGA Public DED,2/28/22,768532496,,,,995 SONGEA,geofreykihaule@yahoo.com,
7116,105377-6,MPINGI,S 035 13.0',E 43 16.95',Mpingi,Ruvuma Region,Songea District,Songea DC,Matimira,Mpingi,Dispensary,Operating,LGA Public DED,2/25/21,768532496,,,,P.O BOX 945 SONGEA,geofreykihaule@yahoo.go.tz,
7139,105382-6,MPITIMBI,-10.81376,35.54719,Mpitimbi,Ruvuma Region,Songea District,Songea DC,Mpitimbi,Mpitimbi'A',Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 152 songea,,
8578,105657-1,MUHUKURU,-11.2218,35.47647,Muhukuru,Ruvuma Region,Songea District,Songea DC,Muhukuru,Muhukuru Lilahi,Health Center,Operating,LGA Public,,,,,,Box 745 Songea,,
8584,109215-4,MUHUKURU NAKAWALE,-11.41428,35.40054,Muhukuru Nakawale,Ruvuma Region,Songea District,Songea DC,Muhukuru,Muhukuru Nakawale,Dispensary,Operating,LGA Public,,,,,,Box 745 Songea,,
